TIENDA_ID;DIA_ID;VISITAS;VENTAS;KEY_CONVERSION
Tienda 3;2019-08-19;125;98;Tienda 3_20190819
Tienda 3;2019-08-20;147;94;Tienda 3_20190820
Tienda 3;2019-08-21;82;59;Tienda 3_20190821
Tienda 3;2019-08-22;184;137;Tienda 3_20190822
Tienda 3;2019-08-23;44;30;Tienda 3_20190823
Tienda 3;2019-08-24;13;10;Tienda 3_20190824
Tienda 3;2019-08-25;92;66;Tienda 3_20190825
Tienda 3;2019-08-26;80;65;Tienda 3_20190826
Tienda 3;2019-08-27;55;38;Tienda 3_20190827
Tienda 3;2019-08-28;151;143;Tienda 3_20190828
Tienda 3;2019-08-29;81;71;Tienda 3_20190829
Tienda 3;2019-08-30;119;86;Tienda 3_20190830
Tienda 3;2019-08-31;13;10;Tienda 3_20190831
Tienda 3;2019-09-01;135;85;Tienda 3_20190901
Tienda 3;2019-09-02;194;125;Tienda 3_20190902
Tienda 3;2019-09-03;139;90;Tienda 3_20190903
Tienda 3;2019-09-04;59;49;Tienda 3_20190904
Tienda 3;2019-09-05;123;111;Tienda 3_20190905
Tienda 3;2019-09-06;40;36;Tienda 3_20190906
Tienda 3;2019-09-07;46;26;Tienda 3_20190907
Tienda 3;2019-09-08;28;21;Tienda 3_20190908
Tienda 3;2019-09-09;128;79;Tienda 3_20190909
Tienda 3;2019-09-10;72;59;Tienda 3_20190910
Tienda 3;2019-09-11;121;78;Tienda 3_20190911
Tienda 3;2019-09-12;70;44;Tienda 3_20190912
Tienda 3;2019-09-13;84;45;Tienda 3_20190913
Tienda 3;2019-09-14;59;46;Tienda 3_20190914
Tienda 3;2019-09-15;90;85;Tienda 3_20190915
Tienda 3;2019-09-16;50;33;Tienda 3_20190916
Tienda 3;2019-09-17;56;33;Tienda 3_20190917
Tienda 3;2019-09-18;110;91;Tienda 3_20190918
Tienda 3;2019-09-19;39;29;Tienda 3_20190919
Tienda 3;2019-09-20;38;36;Tienda 3_20190920
Tienda 3;2019-09-21;163;113;Tienda 3_20190921
Tienda 3;2019-09-22;131;110;Tienda 3_20190922
Tienda 3;2019-09-23;132;71;Tienda 3_20190923
Tienda 3;2019-09-24;91;85;Tienda 3_20190924
Tienda 3;2019-09-25;79;56;Tienda 3_20190925
Tienda 3;2019-09-26;27;27;Tienda 3_20190926
Tienda 3;2019-09-27;20;15;Tienda 3_20190927
Tienda 3;2019-09-28;85;59;Tienda 3_20190928
Tienda 3;2019-09-29;39;36;Tienda 3_20190929
Tienda 3;2019-09-30;33;32;Tienda 3_20190930
Tienda 3;2019-10-01;49;48;Tienda 3_20191001
Tienda 3;2019-10-02;73;43;Tienda 3_20191002
Tienda 3;2019-10-03;63;47;Tienda 3_20191003
Tienda 3;2019-10-04;47;38;Tienda 3_20191004
Tienda 3;2019-10-05;40;36;Tienda 3_20191005
Tienda 3;2019-10-06;96;83;Tienda 3_20191006
Tienda 3;2019-10-07;52;41;Tienda 3_20191007
Tienda 3;2019-10-08;10;6;Tienda 3_20191008
Tienda 3;2019-10-09;203;104;Tienda 3_20191009
Tienda 3;2019-10-10;110;86;Tienda 3_20191010
Tienda 3;2019-10-11;16;14;Tienda 3_20191011
Tienda 3;2019-10-12;131;118;Tienda 3_20191012
Tienda 3;2019-10-13;31;26;Tienda 3_20191013
Tienda 3;2019-10-14;40;36;Tienda 3_20191014
Tienda 3;2019-10-15;62;49;Tienda 3_20191015
Tienda 3;2019-10-16;30;26;Tienda 3_20191016
Tienda 3;2019-10-17;9;7;Tienda 3_20191017
Tienda 3;2019-10-18;195;104;Tienda 3_20191018
Tienda 3;2019-10-19;78;61;Tienda 3_20191019
Tienda 3;2019-10-20;63;39;Tienda 3_20191020
Tienda 3;2019-10-21;81;66;Tienda 3_20191021
Tienda 3;2019-10-22;99;64;Tienda 3_20191022
Tienda 3;2019-10-23;9;9;Tienda 3_20191023
Tienda 3;2019-10-24;41;39;Tienda 3_20191024
Tienda 3;2019-10-25;47;47;Tienda 3_20191025
Tienda 3;2019-10-26;218;136;Tienda 3_20191026
Tienda 3;2019-10-27;39;37;Tienda 3_20191027
Tienda 3;2019-10-28;31;28;Tienda 3_20191028
Tienda 3;2019-10-29;213;123;Tienda 3_20191029
Tienda 3;2019-10-30;61;53;Tienda 3_20191030
Tienda 3;2019-10-31;23;21;Tienda 3_20191031
Tienda 3;2019-11-01;78;60;Tienda 3_20191101
Tienda 3;2019-11-02;90;70;Tienda 3_20191102
Tienda 3;2019-11-03;57;36;Tienda 3_20191103
Tienda 3;2019-11-04;38;34;Tienda 3_20191104
Tienda 3;2019-11-05;56;37;Tienda 3_20191105
Tienda 3;2019-11-06;163;90;Tienda 3_20191106
Tienda 3;2019-11-07;28;22;Tienda 3_20191107
Tienda 3;2019-11-08;118;69;Tienda 3_20191108
Tienda 3;2019-11-09;47;36;Tienda 3_20191109
Tienda 3;2019-11-10;35;33;Tienda 3_20191110
Tienda 3;2019-11-11;99;79;Tienda 3_20191111
Tienda 3;2019-11-12;18;16;Tienda 3_20191112
Tienda 3;2019-11-13;44;33;Tienda 3_20191113
Tienda 3;2019-11-14;127;74;Tienda 3_20191114
Tienda 3;2019-11-15;70;56;Tienda 3_20191115
Tienda 3;2019-11-16;131;96;Tienda 3_20191116
Tienda 3;2019-11-17;95;93;Tienda 3_20191117
Tienda 3;2019-11-18;32;32;Tienda 3_20191118
Tienda 3;2019-11-19;38;29;Tienda 3_20191119
Tienda 3;2019-11-20;123;99;Tienda 3_20191120
Tienda 3;2019-11-21;88;60;Tienda 3_20191121
Tienda 3;2019-11-22;97;59;Tienda 3_20191122
Tienda 3;2019-11-23;86;67;Tienda 3_20191123
Tienda 3;2019-11-24;209;112;Tienda 3_20191124
Tienda 3;2019-11-25;55;35;Tienda 3_20191125
Tienda 3;2019-11-26;56;37;Tienda 3_20191126
Tienda 3;2019-11-27;106;63;Tienda 3_20191127
Tienda 3;2019-11-28;25;18;Tienda 3_20191128
Tienda 3;2019-11-29;64;53;Tienda 3_20191129
Tienda 3;2019-11-30;110;89;Tienda 3_20191130
Tienda 3;2019-12-01;56;54;Tienda 3_20191201
Tienda 3;2019-12-02;58;49;Tienda 3_20191202
Tienda 3;2019-12-03;38;27;Tienda 3_20191203
Tienda 3;2019-12-04;46;37;Tienda 3_20191204
Tienda 3;2019-12-05;100;93;Tienda 3_20191205
Tienda 3;2019-12-06;17;14;Tienda 3_20191206
Tienda 3;2019-12-07;100;59;Tienda 3_20191207
Tienda 3;2019-12-08;107;97;Tienda 3_20191208
Tienda 3;2019-12-09;25;25;Tienda 3_20191209
Tienda 3;2019-12-10;50;41;Tienda 3_20191210
Tienda 3;2019-12-11;78;59;Tienda 3_20191211
Tienda 3;2019-12-12;104;59;Tienda 3_20191212
Tienda 3;2019-12-13;26;23;Tienda 3_20191213
Tienda 3;2019-12-14;33;25;Tienda 3_20191214
Tienda 3;2019-12-15;95;64;Tienda 3_20191215
Tienda 3;2019-12-16;62;46;Tienda 3_20191216
Tienda 3;2019-12-17;141;105;Tienda 3_20191217
Tienda 3;2019-12-18;107;98;Tienda 3_20191218
Tienda 3;2019-12-19;53;30;Tienda 3_20191219
Tienda 3;2019-12-20;117;109;Tienda 3_20191220
Tienda 3;2019-12-21;102;90;Tienda 3_20191221
Tienda 3;2019-12-22;71;50;Tienda 3_20191222
Tienda 3;2019-12-23;87;77;Tienda 3_20191223
Tienda 3;2019-12-24;138;98;Tienda 3_20191224
Tienda 3;2019-12-25;117;86;Tienda 3_20191225
Tienda 3;2019-12-26;169;94;Tienda 3_20191226
Tienda 3;2019-12-27;62;53;Tienda 3_20191227
Tienda 3;2019-12-28;65;42;Tienda 3_20191228
Tienda 3;2019-12-29;103;100;Tienda 3_20191229
Tienda 3;2019-12-30;100;80;Tienda 3_20191230
Tienda 3;2019-12-31;9;9;Tienda 3_20191231
Tienda 4;2019-01-01;428;105;Tienda 4_20190101
Tienda 4;2019-01-02;841;161;Tienda 4_20190102
Tienda 4;2019-01-03;266;96;Tienda 4_20190103
Tienda 4;2019-01-04;131;43;Tienda 4_20190104
Tienda 4;2019-01-05;742;141;Tienda 4_20190105
Tienda 4;2019-01-06;605;170;Tienda 4_20190106
Tienda 4;2019-01-07;225;43;Tienda 4_20190107
Tienda 4;2019-01-08;159;72;Tienda 4_20190108
Tienda 4;2019-01-09;481;100;Tienda 4_20190109
Tienda 4;2019-01-10;542;86;Tienda 4_20190110
Tienda 4;2019-01-11;1111;178;Tienda 4_20190111
Tienda 4;2019-01-12;109;34;Tienda 4_20190112
Tienda 4;2019-01-13;314;59;Tienda 4_20190113
Tienda 4;2019-01-14;265;44;Tienda 4_20190114
Tienda 4;2019-01-15;73;17;Tienda 4_20190115
Tienda 4;2019-01-16;209;43;Tienda 4_20190116
Tienda 4;2019-01-17;165;49;Tienda 4_20190117
Tienda 4;2019-01-18;678;107;Tienda 4_20190118
Tienda 4;2019-01-19;449;120;Tienda 4_20190119
Tienda 4;2019-01-20;269;132;Tienda 4_20190120
Tienda 4;2019-01-21;193;39;Tienda 4_20190121
Tienda 4;2019-01-22;97;24;Tienda 4_20190122
Tienda 4;2019-01-23;543;211;Tienda 4_20190123
Tienda 4;2019-01-24;186;39;Tienda 4_20190124
Tienda 4;2019-01-25;92;18;Tienda 4_20190125
Tienda 4;2019-01-26;688;143;Tienda 4_20190126
Tienda 4;2019-01-27;786;176;Tienda 4_20190127
Tienda 4;2019-01-28;765;128;Tienda 4_20190128
Tienda 4;2019-01-29;699;120;Tienda 4_20190129
Tienda 4;2019-01-30;87;27;Tienda 4_20190130
Tienda 4;2019-01-31;674;138;Tienda 4_20190131
Tienda 4;2019-02-01;373;65;Tienda 4_20190201
Tienda 4;2019-02-02;702;128;Tienda 4_20190202
Tienda 4;2019-02-03;479;98;Tienda 4_20190203
Tienda 4;2019-02-04;852;156;Tienda 4_20190204
Tienda 4;2019-02-05;377;78;Tienda 4_20190205
Tienda 4;2019-02-06;113;24;Tienda 4_20190206
Tienda 4;2019-02-07;154;36;Tienda 4_20190207
Tienda 4;2019-02-08;735;170;Tienda 4_20190208
Tienda 4;2019-02-09;167;41;Tienda 4_20190209
Tienda 4;2019-02-10;241;77;Tienda 4_20190210
Tienda 4;2019-02-11;302;49;Tienda 4_20190211
Tienda 4;2019-02-12;119;19;Tienda 4_20190212
Tienda 4;2019-02-13;546;90;Tienda 4_20190213
Tienda 4;2019-02-14;192;51;Tienda 4_20190214
Tienda 4;2019-02-15;1061;151;Tienda 4_20190215
Tienda 4;2019-02-16;175;56;Tienda 4_20190216
Tienda 4;2019-02-17;154;71;Tienda 4_20190217
Tienda 4;2019-02-18;63;40;Tienda 4_20190218
Tienda 4;2019-02-19;140;25;Tienda 4_20190219
Tienda 4;2019-02-20;170;109;Tienda 4_20190220
Tienda 4;2019-02-21;380;129;Tienda 4_20190221
Tienda 4;2019-02-22;154;35;Tienda 4_20190222
Tienda 4;2019-02-23;110;34;Tienda 4_20190223
Tienda 4;2019-02-24;108;22;Tienda 4_20190224
Tienda 4;2019-02-25;92;12;Tienda 4_20190225
Tienda 4;2019-02-26;655;123;Tienda 4_20190226
Tienda 4;2019-02-27;137;43;Tienda 4_20190227
Tienda 4;2019-02-28;131;32;Tienda 4_20190228
Tienda 4;2019-03-01;359;65;Tienda 4_20190301
Tienda 4;2019-03-02;130;35;Tienda 4_20190302
Tienda 4;2019-03-03;598;136;Tienda 4_20190303
Tienda 4;2019-03-04;358;59;Tienda 4_20190304
Tienda 4;2019-03-05;360;108;Tienda 4_20190305
Tienda 4;2019-03-06;128;32;Tienda 4_20190306
Tienda 4;2019-03-07;73;23;Tienda 4_20190307
Tienda 4;2019-03-08;415;104;Tienda 4_20190308
Tienda 4;2019-03-09;17;12;Tienda 4_20190309
Tienda 4;2019-03-10;914;200;Tienda 4_20190310
Tienda 4;2019-03-11;116;22;Tienda 4_20190311
Tienda 4;2019-03-12;138;52;Tienda 4_20190312
Tienda 4;2019-03-13;111;49;Tienda 4_20190313
Tienda 4;2019-03-14;548;76;Tienda 4_20190314
Tienda 4;2019-03-15;164;24;Tienda 4_20190315
Tienda 4;2019-03-16;456;67;Tienda 4_20190316
Tienda 4;2019-03-17;227;108;Tienda 4_20190317
Tienda 4;2019-03-18;211;106;Tienda 4_20190318
Tienda 4;2019-03-19;553;128;Tienda 4_20190319
Tienda 4;2019-03-20;266;91;Tienda 4_20190320
Tienda 4;2019-03-21;557;119;Tienda 4_20190321
Tienda 4;2019-03-22;555;118;Tienda 4_20190322
Tienda 4;2019-03-23;392;186;Tienda 4_20190323
Tienda 4;2019-03-24;93;23;Tienda 4_20190324
Tienda 4;2019-03-25;121;77;Tienda 4_20190325
Tienda 4;2019-03-26;422;137;Tienda 4_20190326
Tienda 4;2019-03-27;499;77;Tienda 4_20190327
Tienda 4;2019-03-28;234;42;Tienda 4_20190328
Tienda 4;2019-03-29;72;30;Tienda 4_20190329
Tienda 4;2019-03-30;143;30;Tienda 4_20190330
Tienda 4;2019-03-31;608;93;Tienda 4_20190331
Tienda 4;2019-04-01;229;38;Tienda 4_20190401
Tienda 4;2019-04-02;449;96;Tienda 4_20190402
Tienda 4;2019-04-03;219;56;Tienda 4_20190403
Tienda 4;2019-04-04;51;13;Tienda 4_20190404
Tienda 4;2019-04-05;146;45;Tienda 4_20190405
Tienda 4;2019-04-06;77;20;Tienda 4_20190406
Tienda 4;2019-04-07;723;178;Tienda 4_20190407
Tienda 4;2019-04-08;202;32;Tienda 4_20190408
Tienda 4;2019-04-09;248;49;Tienda 4_20190409
Tienda 4;2019-04-10;343;54;Tienda 4_20190410
Tienda 4;2019-04-11;538;106;Tienda 4_20190411
Tienda 4;2019-04-12;284;67;Tienda 4_20190412
Tienda 4;2019-04-13;162;46;Tienda 4_20190413
Tienda 4;2019-04-14;46;20;Tienda 4_20190414
Tienda 4;2019-04-15;864;182;Tienda 4_20190415
Tienda 4;2019-04-16;252;52;Tienda 4_20190416
Tienda 4;2019-04-17;148;27;Tienda 4_20190417
Tienda 4;2019-04-18;527;82;Tienda 4_20190418
Tienda 4;2019-04-19;1245;214;Tienda 4_20190419
Tienda 4;2019-04-20;326;73;Tienda 4_20190420
Tienda 4;2019-04-21;281;69;Tienda 4_20190421
Tienda 4;2019-04-22;149;34;Tienda 4_20190422
Tienda 4;2019-04-23;155;54;Tienda 4_20190423
Tienda 4;2019-04-24;497;106;Tienda 4_20190424
Tienda 4;2019-04-25;492;103;Tienda 4_20190425
Tienda 4;2019-04-26;234;38;Tienda 4_20190426
Tienda 4;2019-04-27;546;143;Tienda 4_20190427
Tienda 4;2019-04-28;465;66;Tienda 4_20190428
Tienda 4;2019-04-29;737;129;Tienda 4_20190429
Tienda 4;2019-04-30;580;84;Tienda 4_20190430
Tienda 4;2019-05-01;127;26;Tienda 4_20190501
Tienda 4;2019-05-02;578;86;Tienda 4_20190502
Tienda 4;2019-05-03;569;96;Tienda 4_20190503
Tienda 4;2019-05-04;187;85;Tienda 4_20190504
Tienda 4;2019-05-05;274;80;Tienda 4_20190505
Tienda 4;2019-05-06;530;113;Tienda 4_20190506
Tienda 4;2019-05-07;170;34;Tienda 4_20190507
Tienda 4;2019-05-08;535;120;Tienda 4_20190508
Tienda 4;2019-05-09;422;95;Tienda 4_20190509
Tienda 4;2019-05-10;98;28;Tienda 4_20190510
Tienda 4;2019-05-11;277;59;Tienda 4_20190511
Tienda 4;2019-05-12;1048;183;Tienda 4_20190512
Tienda 4;2019-05-13;521;126;Tienda 4_20190513
Tienda 4;2019-05-14;273;154;Tienda 4_20190514
Tienda 4;2019-05-15;444;98;Tienda 4_20190515
Tienda 4;2019-05-16;168;46;Tienda 4_20190516
Tienda 4;2019-05-17;682;166;Tienda 4_20190517
Tienda 4;2019-05-18;128;35;Tienda 4_20190518
Tienda 4;2019-05-19;369;105;Tienda 4_20190519
Tienda 4;2019-05-20;191;77;Tienda 4_20190520
Tienda 4;2019-05-21;228;37;Tienda 4_20190521
Tienda 4;2019-05-22;187;83;Tienda 4_20190522
Tienda 4;2019-05-23;619;126;Tienda 4_20190523
Tienda 4;2019-05-24;790;110;Tienda 4_20190524
Tienda 4;2019-05-25;312;108;Tienda 4_20190525
Tienda 4;2019-05-26;191;59;Tienda 4_20190526
Tienda 4;2019-05-27;137;34;Tienda 4_20190527
Tienda 4;2019-05-28;56;32;Tienda 4_20190528
Tienda 4;2019-05-29;231;58;Tienda 4_20190529
Tienda 4;2019-05-30;423;113;Tienda 4_20190530
Tienda 4;2019-05-31;230;48;Tienda 4_20190531
Tienda 4;2019-06-01;835;115;Tienda 4_20190601
Tienda 4;2019-06-02;585;130;Tienda 4_20190602
Tienda 4;2019-06-03;728;130;Tienda 4_20190603
Tienda 4;2019-06-04;68;32;Tienda 4_20190604
Tienda 4;2019-06-05;758;98;Tienda 4_20190605
Tienda 4;2019-06-06;980;142;Tienda 4_20190606
Tienda 4;2019-06-07;462;163;Tienda 4_20190607
Tienda 4;2019-06-08;87;20;Tienda 4_20190608
Tienda 4;2019-06-09;212;51;Tienda 4_20190609
Tienda 4;2019-06-10;175;68;Tienda 4_20190610
Tienda 4;2019-06-11;14;6;Tienda 4_20190611
Tienda 4;2019-06-12;1071;137;Tienda 4_20190612
Tienda 4;2019-06-13;83;21;Tienda 4_20190613
Tienda 4;2019-06-14;439;110;Tienda 4_20190614
Tienda 4;2019-06-15;98;31;Tienda 4_20190615
Tienda 4;2019-06-16;695;136;Tienda 4_20190616
Tienda 4;2019-06-17;222;68;Tienda 4_20190617
Tienda 4;2019-06-18;201;41;Tienda 4_20190618
Tienda 4;2019-06-19;480;85;Tienda 4_20190619
Tienda 4;2019-06-20;401;89;Tienda 4_20190620
Tienda 4;2019-06-21;498;176;Tienda 4_20190621
Tienda 4;2019-06-22;60;10;Tienda 4_20190622
Tienda 4;2019-06-23;588;152;Tienda 4_20190623
Tienda 4;2019-06-24;699;145;Tienda 4_20190624
Tienda 4;2019-06-25;555;137;Tienda 4_20190625
Tienda 4;2019-06-26;207;30;Tienda 4_20190626
Tienda 4;2019-06-27;421;98;Tienda 4_20190627
Tienda 4;2019-06-28;401;84;Tienda 4_20190628
Tienda 4;2019-06-29;292;79;Tienda 4_20190629
Tienda 4;2019-06-30;363;134;Tienda 4_20190630
Tienda 4;2019-07-01;453;104;Tienda 4_20190701
Tienda 4;2019-07-02;608;167;Tienda 4_20190702
Tienda 4;2019-07-03;766;136;Tienda 4_20190703
Tienda 4;2019-07-04;177;48;Tienda 4_20190704
Tienda 4;2019-07-05;210;101;Tienda 4_20190705
Tienda 4;2019-07-06;358;89;Tienda 4_20190706
Tienda 4;2019-07-07;520;89;Tienda 4_20190707
Tienda 4;2019-07-08;490;91;Tienda 4_20190708
Tienda 4;2019-07-09;59;14;Tienda 4_20190709
Tienda 4;2019-07-10;206;55;Tienda 4_20190710
Tienda 4;2019-07-11;171;119;Tienda 4_20190711
Tienda 4;2019-07-12;312;87;Tienda 4_20190712
Tienda 4;2019-07-13;229;37;Tienda 4_20190713
Tienda 4;2019-07-14;140;46;Tienda 4_20190714
Tienda 4;2019-07-15;260;75;Tienda 4_20190715
Tienda 4;2019-07-16;802;178;Tienda 4_20190716
Tienda 4;2019-07-17;412;86;Tienda 4_20190717
Tienda 4;2019-07-18;494;188;Tienda 4_20190718
Tienda 4;2019-07-19;294;66;Tienda 4_20190719
Tienda 4;2019-07-20;259;86;Tienda 4_20190720
Tienda 4;2019-07-21;333;89;Tienda 4_20190721
Tienda 4;2019-07-22;103;22;Tienda 4_20190722
Tienda 4;2019-07-23;556;107;Tienda 4_20190723
Tienda 4;2019-07-24;491;95;Tienda 4_20190724
Tienda 4;2019-07-25;497;125;Tienda 4_20190725
Tienda 4;2019-07-26;41;14;Tienda 4_20190726
Tienda 4;2019-07-27;38;15;Tienda 4_20190727
Tienda 4;2019-07-28;637;180;Tienda 4_20190728
Tienda 4;2019-07-29;136;51;Tienda 4_20190729
Tienda 4;2019-07-30;218;74;Tienda 4_20190730
Tienda 4;2019-07-31;153;32;Tienda 4_20190731
Tienda 4;2019-08-01;905;183;Tienda 4_20190801
Tienda 4;2019-08-02;347;93;Tienda 4_20190802
Tienda 4;2019-08-03;136;57;Tienda 4_20190803
Tienda 4;2019-08-04;74;35;Tienda 4_20190804
Tienda 4;2019-08-05;262;63;Tienda 4_20190805
Tienda 4;2019-08-06;78;65;Tienda 4_20190806
Tienda 4;2019-08-07;207;37;Tienda 4_20190807
Tienda 4;2019-08-08;666;170;Tienda 4_20190808
Tienda 4;2019-08-09;223;41;Tienda 4_20190809
Tienda 4;2019-08-10;739;163;Tienda 4_20190810
Tienda 4;2019-08-11;181;32;Tienda 4_20190811
Tienda 4;2019-08-12;215;61;Tienda 4_20190812
Tienda 4;2019-08-13;471;95;Tienda 4_20190813
Tienda 4;2019-08-14;374;82;Tienda 4_20190814
Tienda 4;2019-08-15;669;114;Tienda 4_20190815
Tienda 4;2019-08-16;136;45;Tienda 4_20190816
Tienda 4;2019-08-17;573;91;Tienda 4_20190817
Tienda 4;2019-08-18;485;128;Tienda 4_20190818
Tienda 4;2019-08-19;917;139;Tienda 4_20190819
Tienda 4;2019-08-20;131;45;Tienda 4_20190820
Tienda 4;2019-08-21;448;60;Tienda 4_20190821
Tienda 4;2019-08-22;885;202;Tienda 4_20190822
Tienda 4;2019-08-23;168;49;Tienda 4_20190823
Tienda 4;2019-08-24;235;105;Tienda 4_20190824
Tienda 4;2019-08-25;452;90;Tienda 4_20190825
Tienda 4;2019-08-26;129;30;Tienda 4_20190826
Tienda 4;2019-08-27;366;76;Tienda 4_20190827
Tienda 4;2019-08-28;198;38;Tienda 4_20190828
Tienda 4;2019-08-29;257;71;Tienda 4_20190829
Tienda 4;2019-08-30;627;128;Tienda 4_20190830
Tienda 4;2019-08-31;545;144;Tienda 4_20190831
Tienda 4;2019-09-01;364;54;Tienda 4_20190901
Tienda 4;2019-09-02;211;58;Tienda 4_20190902
Tienda 4;2019-09-03;212;36;Tienda 4_20190903
Tienda 4;2019-09-04;681;132;Tienda 4_20190904
Tienda 4;2019-09-05;271;68;Tienda 4_20190905
Tienda 4;2019-09-06;597;86;Tienda 4_20190906
Tienda 4;2019-09-07;246;62;Tienda 4_20190907
Tienda 4;2019-09-08;171;54;Tienda 4_20190908
Tienda 4;2019-09-09;397;94;Tienda 4_20190909
Tienda 4;2019-09-10;135;35;Tienda 4_20190910
Tienda 4;2019-09-11;344;130;Tienda 4_20190911
Tienda 4;2019-09-12;639;100;Tienda 4_20190912
Tienda 4;2019-09-13;550;146;Tienda 4_20190913
Tienda 4;2019-09-14;190;27;Tienda 4_20190914
Tienda 4;2019-09-15;405;67;Tienda 4_20190915
Tienda 4;2019-09-16;552;99;Tienda 4_20190916
Tienda 4;2019-09-17;643;121;Tienda 4_20190917
Tienda 4;2019-09-18;208;42;Tienda 4_20190918
Tienda 4;2019-09-19;161;29;Tienda 4_20190919
Tienda 4;2019-09-20;115;18;Tienda 4_20190920
Tienda 4;2019-09-21;570;131;Tienda 4_20190921
Tienda 4;2019-09-22;51;12;Tienda 4_20190922
Tienda 4;2019-09-23;652;193;Tienda 4_20190923
Tienda 4;2019-09-24;346;104;Tienda 4_20190924
Tienda 4;2019-09-25;495;160;Tienda 4_20190925
Tienda 4;2019-09-26;312;105;Tienda 4_20190926
Tienda 4;2019-09-27;492;116;Tienda 4_20190927
Tienda 4;2019-09-28;368;54;Tienda 4_20190928
Tienda 4;2019-09-29;514;115;Tienda 4_20190929
Tienda 4;2019-09-30;587;149;Tienda 4_20190930
Tienda 4;2019-10-01;57;30;Tienda 4_20191001
Tienda 4;2019-10-02;150;29;Tienda 4_20191002
Tienda 4;2019-10-03;288;56;Tienda 4_20191003
Tienda 4;2019-10-04;133;45;Tienda 4_20191004
Tienda 4;2019-10-05;441;109;Tienda 4_20191005
Tienda 4;2019-10-06;402;84;Tienda 4_20191006
Tienda 4;2019-10-07;220;129;Tienda 4_20191007
Tienda 4;2019-10-08;516;149;Tienda 4_20191008
Tienda 4;2019-10-09;323;50;Tienda 4_20191009
Tienda 4;2019-10-10;170;35;Tienda 4_20191010
Tienda 4;2019-10-11;331;59;Tienda 4_20191011
Tienda 4;2019-10-12;853;132;Tienda 4_20191012
Tienda 4;2019-10-13;50;11;Tienda 4_20191013
Tienda 4;2019-10-14;240;140;Tienda 4_20191014
Tienda 4;2019-10-15;604;101;Tienda 4_20191015
Tienda 4;2019-10-16;810;144;Tienda 4_20191016
Tienda 4;2019-10-17;315;92;Tienda 4_20191017
Tienda 4;2019-10-18;668;165;Tienda 4_20191018
Tienda 4;2019-10-19;700;170;Tienda 4_20191019
Tienda 4;2019-10-20;297;82;Tienda 4_20191020
Tienda 4;2019-10-21;751;173;Tienda 4_20191021
Tienda 4;2019-10-22;318;75;Tienda 4_20191022
Tienda 4;2019-10-23;133;37;Tienda 4_20191023
Tienda 4;2019-10-24;661;123;Tienda 4_20191024
Tienda 4;2019-10-25;729;124;Tienda 4_20191025
Tienda 4;2019-10-26;263;94;Tienda 4_20191026
Tienda 4;2019-10-27;21;5;Tienda 4_20191027
Tienda 4;2019-10-28;538;137;Tienda 4_20191028
Tienda 4;2019-10-29;402;113;Tienda 4_20191029
Tienda 4;2019-10-30;572;142;Tienda 4_20191030
Tienda 4;2019-10-31;465;141;Tienda 4_20191031
Tienda 4;2019-11-01;215;46;Tienda 4_20191101
Tienda 4;2019-11-02;291;56;Tienda 4_20191102
Tienda 4;2019-11-03;105;35;Tienda 4_20191103
Tienda 4;2019-11-04;466;92;Tienda 4_20191104
Tienda 4;2019-11-05;195;47;Tienda 4_20191105
Tienda 4;2019-11-06;211;77;Tienda 4_20191106
Tienda 4;2019-11-07;196;57;Tienda 4_20191107
Tienda 4;2019-11-08;761;121;Tienda 4_20191108
Tienda 4;2019-11-09;847;138;Tienda 4_20191109
Tienda 4;2019-11-10;388;72;Tienda 4_20191110
Tienda 4;2019-11-11;166;30;Tienda 4_20191111
Tienda 4;2019-11-12;391;92;Tienda 4_20191112
Tienda 4;2019-11-13;172;38;Tienda 4_20191113
Tienda 4;2019-11-14;284;70;Tienda 4_20191114
Tienda 4;2019-11-15;213;41;Tienda 4_20191115
Tienda 4;2019-11-16;453;76;Tienda 4_20191116
Tienda 4;2019-11-17;648;186;Tienda 4_20191117
Tienda 4;2019-11-18;215;44;Tienda 4_20191118
Tienda 4;2019-11-19;172;24;Tienda 4_20191119
Tienda 4;2019-11-20;231;57;Tienda 4_20191120
Tienda 4;2019-11-21;627;123;Tienda 4_20191121
Tienda 4;2019-11-22;98;49;Tienda 4_20191122
Tienda 4;2019-11-23;983;221;Tienda 4_20191123
Tienda 4;2019-11-24;401;119;Tienda 4_20191124
Tienda 4;2019-11-25;596;121;Tienda 4_20191125
Tienda 4;2019-11-26;334;76;Tienda 4_20191126
Tienda 4;2019-11-27;219;90;Tienda 4_20191127
Tienda 4;2019-11-28;340;64;Tienda 4_20191128
Tienda 4;2019-11-29;564;85;Tienda 4_20191129
Tienda 4;2019-11-30;647;154;Tienda 4_20191130
Tienda 4;2019-12-01;583;104;Tienda 4_20191201
Tienda 4;2019-12-02;495;78;Tienda 4_20191202
Tienda 4;2019-12-03;524;105;Tienda 4_20191203
Tienda 4;2019-12-04;681;174;Tienda 4_20191204
Tienda 4;2019-12-05;160;30;Tienda 4_20191205
Tienda 4;2019-12-06;520;85;Tienda 4_20191206
Tienda 4;2019-12-07;517;154;Tienda 4_20191207
Tienda 4;2019-12-08;186;42;Tienda 4_20191208
Tienda 4;2019-12-09;232;67;Tienda 4_20191209
Tienda 4;2019-12-10;416;57;Tienda 4_20191210
Tienda 4;2019-12-11;147;45;Tienda 4_20191211
Tienda 4;2019-12-12;207;38;Tienda 4_20191212
