CLIENTE_ID;EDAD;SEXO;PROVINCIA_ID;RANGO_EDAD;KEY_POBLACION
Cliente 15273;40;MUJER;36;40_44;MUJER_36_40_44
Cliente 15274;45;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 15275;37;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15276;50;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 15277;23;MUJER;36;20_24;MUJER_36_20_24
Cliente 15278;27;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15279;49;MUJER;27;45_49;MUJER_27_45_49
Cliente 15280;27;MUJER;36;25_29;MUJER_36_25_29
Cliente 15281;50;MUJER;27;50_54;MUJER_27_50_54
Cliente 15282;31;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 15283;31;MUJER;15;30_34;MUJER_15_30_34
Cliente 15284;23;MUJER;32;20_24;MUJER_32_20_24
Cliente 15285;53;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 15286;53;MUJER;36;50_54;MUJER_36_50_54
Cliente 15287;32;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 15288;33;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15289;27;MUJER;36;25_29;MUJER_36_25_29
Cliente 15290;50;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 15291;22;MUJER;32;20_24;MUJER_32_20_24
Cliente 15292;31;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15293;46;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 15294;35;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 15295;42;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15296;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15297;45;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 15298;20;MUJER;27;20_24;MUJER_27_20_24
Cliente 15299;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15300;24;MUJER;15;20_24;MUJER_15_20_24
Cliente 15301;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15302;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15303;41;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15304;46;MUJER;27;45_49;MUJER_27_45_49
Cliente 15305;41;HOMBRE;27;40_44;HOMBRE_27_40_44
Cliente 15306;22;MUJER;36;20_24;MUJER_36_20_24
Cliente 15307;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15308;61;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 15309;26;MUJER;15;25_29;MUJER_15_25_29
Cliente 15310;31;MUJER;15;30_34;MUJER_15_30_34
Cliente 15311;55;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 15312;21;MUJER;15;20_24;MUJER_15_20_24
Cliente 15313;41;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15314;54;MUJER;36;50_54;MUJER_36_50_54
Cliente 15315;29;MUJER;36;25_29;MUJER_36_25_29
Cliente 15316;52;HOMBRE;27;50_54;HOMBRE_27_50_54
Cliente 15317;47;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 15318;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15319;22;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 15320;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 15321;41;MUJER;15;40_44;MUJER_15_40_44
Cliente 15322;38;MUJER;36;35_39;MUJER_36_35_39
Cliente 15323;24;MUJER;36;20_24;MUJER_36_20_24
Cliente 15324;47;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 15325;61;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 15326;61;MUJER;27;60_64;MUJER_27_60_64
Cliente 15327;42;MUJER;15;40_44;MUJER_15_40_44
Cliente 15328;49;MUJER;36;45_49;MUJER_36_45_49
Cliente 15329;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15330;34;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15331;46;MUJER;36;45_49;MUJER_36_45_49
Cliente 15332;32;MUJER;36;30_34;MUJER_36_30_34
Cliente 15333;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15334;43;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15335;29;MUJER;36;25_29;MUJER_36_25_29
Cliente 15336;46;MUJER;36;45_49;MUJER_36_45_49
Cliente 15337;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 15338;34;MUJER;15;30_34;MUJER_15_30_34
Cliente 15339;43;HOMBRE;32;40_44;HOMBRE_32_40_44
Cliente 15340;34;MUJER;36;30_34;MUJER_36_30_34
Cliente 15341;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15342;43;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15343;18;HOMBRE;15;15_19;HOMBRE_15_15_19
Cliente 15344;40;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15345;31;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15346;31;MUJER;36;30_34;MUJER_36_30_34
Cliente 15347;25;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15348;22;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15349;23;MUJER;36;20_24;MUJER_36_20_24
Cliente 15350;47;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 15351;25;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15352;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15353;28;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15354;40;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15355;40;MUJER;27;40_44;MUJER_27_40_44
Cliente 15356;36;MUJER;36;35_39;MUJER_36_35_39
Cliente 15357;19;HOMBRE;36;15_19;HOMBRE_36_15_19
Cliente 15358;45;MUJER;15;45_49;MUJER_15_45_49
Cliente 15359;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15360;33;MUJER;36;30_34;MUJER_36_30_34
Cliente 15361;42;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15362;22;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15363;38;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15364;34;MUJER;15;30_34;MUJER_15_30_34
Cliente 15365;48;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 15366;59;MUJER;36;55_59;MUJER_36_55_59
Cliente 15367;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15368;43;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15369;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15370;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15371;64;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 15372;35;MUJER;36;35_39;MUJER_36_35_39
Cliente 15373;37;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 15374;38;MUJER;15;35_39;MUJER_15_35_39
Cliente 15375;35;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 15376;34;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15377;57;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 15378;41;MUJER;36;40_44;MUJER_36_40_44
Cliente 15379;39;MUJER;36;35_39;MUJER_36_35_39
Cliente 15380;36;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 15381;30;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 15382;32;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15383;39;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15384;56;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 15385;42;MUJER;36;40_44;MUJER_36_40_44
Cliente 15386;53;MUJER;36;50_54;MUJER_36_50_54
Cliente 15387;31;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15388;48;MUJER;15;45_49;MUJER_15_45_49
Cliente 15389;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15390;34;MUJER;36;30_34;MUJER_36_30_34
Cliente 15391;36;MUJER;27;35_39;MUJER_27_35_39
Cliente 15392;22;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15393;32;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 15394;41;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15395;41;MUJER;15;40_44;MUJER_15_40_44
Cliente 15396;45;MUJER;36;45_49;MUJER_36_45_49
Cliente 15397;31;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15398;40;MUJER;15;40_44;MUJER_15_40_44
Cliente 15399;56;HOMBRE;27;55_59;HOMBRE_27_55_59
Cliente 15400;21;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15401;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15402;43;MUJER;15;40_44;MUJER_15_40_44
Cliente 15403;45;MUJER;27;45_49;MUJER_27_45_49
Cliente 15404;59;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 15405;56;MUJER;27;55_59;MUJER_27_55_59
Cliente 15406;33;MUJER;15;30_34;MUJER_15_30_34
Cliente 15407;22;MUJER;15;20_24;MUJER_15_20_24
Cliente 15408;54;MUJER;15;50_54;MUJER_15_50_54
Cliente 15409;34;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15410;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15411;37;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15412;36;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 15413;44;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15414;20;HOMBRE;32;20_24;HOMBRE_32_20_24
Cliente 15415;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15416;25;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15417;47;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 15418;25;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15419;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15420;36;MUJER;15;35_39;MUJER_15_35_39
Cliente 15421;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15422;23;HOMBRE;27;20_24;HOMBRE_27_20_24
Cliente 15423;50;MUJER;36;50_54;MUJER_36_50_54
Cliente 15424;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15425;32;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15426;31;MUJER;36;30_34;MUJER_36_30_34
Cliente 15427;26;MUJER;36;25_29;MUJER_36_25_29
Cliente 15428;42;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15429;38;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15430;22;MUJER;15;20_24;MUJER_15_20_24
Cliente 15431;45;MUJER;32;45_49;MUJER_32_45_49
Cliente 15432;39;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15433;50;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 15434;27;MUJER;36;25_29;MUJER_36_25_29
Cliente 15435;38;MUJER;27;35_39;MUJER_27_35_39
Cliente 15436;40;MUJER;27;40_44;MUJER_27_40_44
Cliente 15437;45;MUJER;15;45_49;MUJER_15_45_49
Cliente 15438;45;HOMBRE;32;45_49;HOMBRE_32_45_49
Cliente 15439;26;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15440;39;MUJER;15;35_39;MUJER_15_35_39
Cliente 15441;20;MUJER;15;20_24;MUJER_15_20_24
Cliente 15442;37;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 15443;50;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 15444;36;MUJER;36;35_39;MUJER_36_35_39
Cliente 15445;33;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15446;39;MUJER;36;35_39;MUJER_36_35_39
Cliente 15447;30;MUJER;36;30_34;MUJER_36_30_34
Cliente 15448;44;MUJER;15;40_44;MUJER_15_40_44
Cliente 15449;54;HOMBRE;32;50_54;HOMBRE_32_50_54
Cliente 15450;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15451;39;MUJER;15;35_39;MUJER_15_35_39
Cliente 15452;37;MUJER;36;35_39;MUJER_36_35_39
Cliente 15453;28;MUJER;36;25_29;MUJER_36_25_29
Cliente 15454;41;MUJER;15;40_44;MUJER_15_40_44
Cliente 15455;33;HOMBRE;32;30_34;HOMBRE_32_30_34
Cliente 15456;20;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 15457;68;HOMBRE;15;65_69;HOMBRE_15_65_69
Cliente 15458;26;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15459;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15460;61;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 15461;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15462;34;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15463;32;MUJER;36;30_34;MUJER_36_30_34
Cliente 15464;26;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 15465;58;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 15466;40;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15467;36;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 15468;51;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 15469;45;MUJER;27;45_49;MUJER_27_45_49
Cliente 15470;55;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 15471;25;MUJER;15;25_29;MUJER_15_25_29
Cliente 15472;30;MUJER;36;30_34;MUJER_36_30_34
Cliente 15473;27;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 15474;43;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15475;49;MUJER;15;45_49;MUJER_15_45_49
Cliente 15476;42;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15477;55;MUJER;27;55_59;MUJER_27_55_59
Cliente 15478;50;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 15479;51;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 15480;43;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15481;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15482;49;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 15483;35;MUJER;15;35_39;MUJER_15_35_39
Cliente 15484;45;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 15485;55;MUJER;36;55_59;MUJER_36_55_59
Cliente 15486;30;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15487;43;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15488;35;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15489;39;MUJER;15;35_39;MUJER_15_35_39
Cliente 15490;51;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 15491;27;MUJER;27;25_29;MUJER_27_25_29
Cliente 15492;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15493;26;HOMBRE;32;25_29;HOMBRE_32_25_29
Cliente 15494;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15495;35;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 15496;53;MUJER;36;50_54;MUJER_36_50_54
Cliente 15497;59;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 15498;41;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15499;28;MUJER;15;25_29;MUJER_15_25_29
Cliente 15500;56;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 15501;48;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 15502;56;HOMBRE;32;55_59;HOMBRE_32_55_59
Cliente 15503;55;MUJER;36;55_59;MUJER_36_55_59
Cliente 15504;36;HOMBRE;32;35_39;HOMBRE_32_35_39
Cliente 15505;50;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 15506;64;HOMBRE;36;60_64;HOMBRE_36_60_64
Cliente 15507;31;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15508;59;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 15509;62;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 15510;24;MUJER;27;20_24;MUJER_27_20_24
Cliente 15511;42;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15512;28;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15513;27;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15514;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15515;22;MUJER;15;20_24;MUJER_15_20_24
Cliente 15516;36;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15517;51;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 15518;58;HOMBRE;27;55_59;HOMBRE_27_55_59
Cliente 15519;41;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15520;59;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 15521;36;HOMBRE;32;35_39;HOMBRE_32_35_39
Cliente 15522;25;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15523;38;HOMBRE;32;35_39;HOMBRE_32_35_39
Cliente 15524;35;MUJER;36;35_39;MUJER_36_35_39
Cliente 15525;53;MUJER;36;50_54;MUJER_36_50_54
Cliente 15526;51;HOMBRE;27;50_54;HOMBRE_27_50_54
Cliente 15527;50;MUJER;15;50_54;MUJER_15_50_54
Cliente 15528;37;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 15529;63;MUJER;15;60_64;MUJER_15_60_64
Cliente 15530;24;MUJER;36;20_24;MUJER_36_20_24
Cliente 15531;34;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 15532;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15533;31;MUJER;36;30_34;MUJER_36_30_34
Cliente 15534;25;HOMBRE;32;25_29;HOMBRE_32_25_29
Cliente 15535;24;MUJER;27;20_24;MUJER_27_20_24
Cliente 15536;33;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15537;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15538;51;HOMBRE;32;50_54;HOMBRE_32_50_54
Cliente 15539;23;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15540;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15541;56;MUJER;15;55_59;MUJER_15_55_59
Cliente 15542;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15543;26;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15544;48;MUJER;15;45_49;MUJER_15_45_49
Cliente 15545;32;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15546;54;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 15547;66;MUJER;36;65_69;MUJER_36_65_69
Cliente 15548;41;HOMBRE;27;40_44;HOMBRE_27_40_44
Cliente 15549;46;MUJER;27;45_49;MUJER_27_45_49
Cliente 15550;28;MUJER;36;25_29;MUJER_36_25_29
Cliente 15551;25;MUJER;15;25_29;MUJER_15_25_29
Cliente 15552;60;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 15553;28;MUJER;15;25_29;MUJER_15_25_29
Cliente 15554;45;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 15555;24;HOMBRE;32;20_24;HOMBRE_32_20_24
Cliente 15556;42;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15557;22;MUJER;36;20_24;MUJER_36_20_24
Cliente 15558;57;HOMBRE;36;55_59;HOMBRE_36_55_59
Cliente 15559;39;MUJER;36;35_39;MUJER_36_35_39
Cliente 15560;21;HOMBRE;27;20_24;HOMBRE_27_20_24
Cliente 15561;36;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15562;20;MUJER;36;20_24;MUJER_36_20_24
Cliente 15563;46;MUJER;15;45_49;MUJER_15_45_49
Cliente 15564;44;MUJER;15;40_44;MUJER_15_40_44
Cliente 15565;34;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 15566;49;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 15567;29;MUJER;32;25_29;MUJER_32_25_29
Cliente 15568;54;HOMBRE;36;50_54;HOMBRE_36_50_54
Cliente 15569;55;MUJER;32;55_59;MUJER_32_55_59
Cliente 15570;62;MUJER;15;60_64;MUJER_15_60_64
Cliente 15571;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15572;25;MUJER;36;25_29;MUJER_36_25_29
Cliente 15573;28;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15574;46;HOMBRE;27;45_49;HOMBRE_27_45_49
Cliente 15575;24;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15576;60;MUJER;36;60_64;MUJER_36_60_64
Cliente 15577;40;MUJER;36;40_44;MUJER_36_40_44
Cliente 15578;62;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 15579;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15580;28;MUJER;36;25_29;MUJER_36_25_29
Cliente 15581;33;MUJER;15;30_34;MUJER_15_30_34
Cliente 15582;25;HOMBRE;32;25_29;HOMBRE_32_25_29
Cliente 15583;55;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 15584;37;MUJER;27;35_39;MUJER_27_35_39
Cliente 15585;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15586;49;HOMBRE;15;45_49;HOMBRE_15_45_49
Cliente 15587;47;MUJER;36;45_49;MUJER_36_45_49
Cliente 15588;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 15589;34;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 15590;39;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15591;30;MUJER;27;30_34;MUJER_27_30_34
Cliente 15592;55;HOMBRE;15;55_59;HOMBRE_15_55_59
Cliente 15593;44;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15594;33;MUJER;36;30_34;MUJER_36_30_34
Cliente 15595;55;MUJER;36;55_59;MUJER_36_55_59
Cliente 15596;35;HOMBRE;15;35_39;HOMBRE_15_35_39
Cliente 15597;56;MUJER;36;55_59;MUJER_36_55_59
Cliente 15598;23;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15599;43;MUJER;36;40_44;MUJER_36_40_44
Cliente 15600;57;MUJER;15;55_59;MUJER_15_55_59
Cliente 15601;41;MUJER;15;40_44;MUJER_15_40_44
Cliente 15602;47;MUJER;15;45_49;MUJER_15_45_49
Cliente 15603;65;HOMBRE;15;65_69;HOMBRE_15_65_69
Cliente 15604;54;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 15605;25;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 15606;30;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15607;38;MUJER;36;35_39;MUJER_36_35_39
Cliente 15608;38;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15609;19;HOMBRE;36;15_19;HOMBRE_36_15_19
Cliente 15610;20;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15611;38;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15612;57;MUJER;15;55_59;MUJER_15_55_59
Cliente 15613;31;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15614;51;HOMBRE;15;50_54;HOMBRE_15_50_54
Cliente 15615;31;HOMBRE;32;30_34;HOMBRE_32_30_34
Cliente 15616;43;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15617;39;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 15618;25;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 15619;28;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15620;60;HOMBRE;15;60_64;HOMBRE_15_60_64
Cliente 15621;35;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15622;26;MUJER;32;25_29;MUJER_32_25_29
Cliente 15623;36;MUJER;36;35_39;MUJER_36_35_39
Cliente 15624;27;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15625;62;HOMBRE;36;60_64;HOMBRE_36_60_64
Cliente 15626;22;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15627;28;HOMBRE;27;25_29;HOMBRE_27_25_29
Cliente 15628;39;HOMBRE;36;35_39;HOMBRE_36_35_39
Cliente 15629;23;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 15630;26;MUJER;36;25_29;MUJER_36_25_29
Cliente 15631;35;MUJER;15;35_39;MUJER_15_35_39
Cliente 15632;24;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15633;53;MUJER;15;50_54;MUJER_15_50_54
Cliente 15634;35;HOMBRE;27;35_39;HOMBRE_27_35_39
Cliente 15635;28;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15636;26;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15637;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15638;37;MUJER;15;35_39;MUJER_15_35_39
Cliente 15639;38;MUJER;36;35_39;MUJER_36_35_39
Cliente 15640;28;MUJER;36;25_29;MUJER_36_25_29
Cliente 15641;32;MUJER;36;30_34;MUJER_36_30_34
Cliente 15642;32;HOMBRE;27;30_34;HOMBRE_27_30_34
Cliente 15643;27;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15644;24;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15645;42;HOMBRE;36;40_44;HOMBRE_36_40_44
Cliente 15646;62;HOMBRE;36;60_64;HOMBRE_36_60_64
Cliente 15647;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15648;24;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15649;20;HOMBRE;27;20_24;HOMBRE_27_20_24
Cliente 15650;32;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15651;41;MUJER;27;40_44;MUJER_27_40_44
Cliente 15652;37;MUJER;36;35_39;MUJER_36_35_39
Cliente 15653;64;MUJER;36;60_64;MUJER_36_60_64
Cliente 15654;34;MUJER;27;30_34;MUJER_27_30_34
Cliente 15655;50;MUJER;27;50_54;MUJER_27_50_54
Cliente 15656;32;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15657;45;MUJER;36;45_49;MUJER_36_45_49
Cliente 15658;26;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15659;27;MUJER;36;25_29;MUJER_36_25_29
Cliente 15660;29;HOMBRE;15;25_29;HOMBRE_15_25_29
Cliente 15661;46;MUJER;15;45_49;MUJER_15_45_49
Cliente 15662;30;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15663;56;HOMBRE;32;55_59;HOMBRE_32_55_59
Cliente 15664;47;MUJER;27;45_49;MUJER_27_45_49
Cliente 15665;50;MUJER;36;50_54;MUJER_36_50_54
Cliente 15666;29;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15667;31;HOMBRE;15;30_34;HOMBRE_15_30_34
Cliente 15668;33;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15669;49;HOMBRE;36;45_49;HOMBRE_36_45_49
Cliente 15670;22;HOMBRE;15;20_24;HOMBRE_15_20_24
Cliente 15671;23;HOMBRE;36;20_24;HOMBRE_36_20_24
Cliente 15672;40;HOMBRE;15;40_44;HOMBRE_15_40_44
Cliente 15673;34;HOMBRE;36;30_34;HOMBRE_36_30_34
Cliente 15674;25;HOMBRE;36;25_29;HOMBRE_36_25_29
Cliente 15675;19;HOMBRE;36;15_19;HOMBRE_36_15_19
Cliente 15676;65;HOMBRE;15;65_69;HOMBRE_15_65_69
